Year,State,Income Level,Percent of Total,Number of Households
2012,Nevada,"$150,000 to $199,999",4.25%,"42,153"
2012,Nevada,"$200,000 or more",3.42%,"33,956"
2012,Nevada,"Less than $10,000",6.21%,"61,613"
2012,New Hampshire,"$10,000 to $14,999",3.99%,"20,623"
2012,New Hampshire,"$15,000 to $19,999",3.85%,"19,897"
2012,New Hampshire,"$20,000 to $24,999",4.47%,"23,084"
2012,New Hampshire,"$25,000 to $29,999",4.49%,"23,195"
2012,New Hampshire,"$30,000 to $34,999",4.38%,"22,660"
2012,New Hampshire,"$35,000 to $39,999",4.07%,"21,021"
2012,New Hampshire,"$40,000 to $44,999",4.61%,"23,822"
2012,New Hampshire,"$45,000 to $49,999",4.14%,"21,373"
2012,New Hampshire,"$50,000 to $59,999",7.93%,"40,975"
2012,New Hampshire,"$60,000 to $74,999",10.58%,"54,679"
2012,New Hampshire,"$75,000 to $99,999",14.52%,"75,050"
2012,New Hampshire,"$100,000 to $124,999",10.33%,"53,372"
2012,New Hampshire,"$125,000 to $149,999",6.48%,"33,517"
2012,New Hampshire,"$150,000 to $199,999",6.56%,"33,928"
2012,New Hampshire,"$200,000 or more",5.19%,"26,844"
2012,New Hampshire,"Less than $10,000",4.41%,"22,805"
2012,New Jersey,"$10,000 to $14,999",3.82%,"121,629"
2012,New Jersey,"$15,000 to $19,999",4.01%,"127,897"
2012,New Jersey,"$20,000 to $24,999",3.90%,"124,285"
2012,New Jersey,"$25,000 to $29,999",4.03%,"128,350"
2012,New Jersey,"$30,000 to $34,999",3.92%,"124,881"
2012,New Jersey,"$35,000 to $39,999",3.61%,"115,131"
2012,New Jersey,"$40,000 to $44,999",3.69%,"117,590"
2012,New Jersey,"$45,000 to $49,999",3.40%,"108,229"
2012,New Jersey,"$50,000 to $59,999",7.00%,"223,223"
2012,New Jersey,"$60,000 to $74,999",9.34%,"297,722"
2012,New Jersey,"$75,000 to $99,999",13.06%,"416,217"
2012,New Jersey,"$100,000 to $124,999",10.28%,"327,655"
2012,New Jersey,"$125,000 to $149,999",7.17%,"228,585"
2012,New Jersey,"$150,000 to $199,999",8.40%,"267,652"
2012,New Jersey,"$200,000 or more",9.09%,"289,678"
2012,New Jersey,"Less than $10,000",5.28%,"168,154"
2012,New Mexico,"$10,000 to $14,999",6.41%,"48,969"
2012,New Mexico,"$15,000 to $19,999",6.35%,"48,486"
2012,New Mexico,"$20,000 to $24,999",6.32%,"48,311"
2012,New Mexico,"$25,000 to $29,999",5.92%,"45,217"
2012,New Mexico,"$30,000 to $34,999",5.73%,"43,803"
2012,New Mexico,"$35,000 to $39,999",5.09%,"38,914"
2012,New Mexico,"$40,000 to $44,999",5.07%,"38,709"
2012,New Mexico,"$45,000 to $49,999",4.41%,"33,685"
2012,New Mexico,"$50,000 to $59,999",7.91%,"60,456"
2012,New Mexico,"$60,000 to $74,999",9.54%,"72,900"
2012,New Mexico,"$75,000 to $99,999",11.14%,"85,103"
2012,New Mexico,"$100,000 to $124,999",6.61%,"50,521"
2012,New Mexico,"$125,000 to $149,999",3.92%,"29,958"
2012,New Mexico,"$150,000 to $199,999",3.59%,"27,409"
2012,New Mexico,"$200,000 or more",2.75%,"21,034"
2012,New Mexico,"Less than $10,000",9.21%,"70,369"
2012,New York,"$10,000 to $14,999",5.22%,"377,358"
2012,New York,"$15,000 to $19,999",5.02%,"363,035"
2012,New York,"$20,000 to $24,999",4.89%,"353,272"
2012,New York,"$25,000 to $29,999",4.62%,"334,426"
2012,New York,"$30,000 to $34,999",4.51%,"326,362"
2012,New York,"$35,000 to $39,999",4.09%,"295,981"
2012,New York,"$40,000 to $44,999",4.28%,"309,771"
2012,New York,"$45,000 to $49,999",3.67%,"265,351"
2012,New York,"$50,000 to $59,999",7.41%,"535,829"
2012,New York,"$60,000 to $74,999",9.50%,"687,251"
2012,New York,"$75,000 to $99,999",12.03%,"869,969"
2012,New York,"$100,000 to $124,999",8.56%,"619,184"
2012,New York,"$125,000 to $149,999",5.52%,"399,104"
2012,New York,"$150,000 to $199,999",6.03%,"436,257"
2012,New York,"$200,000 or more",6.79%,"490,662"
2012,New York,"Less than $10,000",7.84%,"567,084"
2012,North Carolina,"$10,000 to $14,999",6.34%,"234,269"
2012,North Carolina,"$15,000 to $19,999",5.95%,"219,744"
2012,North Carolina,"$20,000 to $24,999",5.98%,"220,695"
2012,North Carolina,"$25,000 to $29,999",5.90%,"218,015"
2012,North Carolina,"$30,000 to $34,999",5.92%,"218,634"
2012,North Carolina,"$35,000 to $39,999",5.24%,"193,488"
2012,North Carolina,"$40,000 to $44,999",5.08%,"187,613"
2012,North Carolina,"$45,000 to $49,999",4.53%,"167,375"
2012,North Carolina,"$50,000 to $59,999",8.34%,"307,874"
2012,North Carolina,"$60,000 to $74,999",9.96%,"367,955"
2012,North Carolina,"$75,000 to $99,999",11.42%,"421,615"
2012,North Carolina,"$100,000 to $124,999",6.73%,"248,469"
2012,North Carolina,"$125,000 to $149,999",3.77%,"139,061"
2012,North Carolina,"$150,000 to $199,999",3.44%,"126,987"
2012,North Carolina,"$200,000 or more",3.15%,"116,479"
2012,North Carolina,"Less than $10,000",8.26%,"304,948"
2012,North Dakota,"$10,000 to $14,999",5.50%,"15,556"
2012,North Dakota,"$15,000 to $19,999",4.90%,"13,859"
2012,North Dakota,"$20,000 to $24,999",5.42%,"15,315"
2012,North Dakota,"$25,000 to $29,999",5.43%,"15,340"
2012,North Dakota,"$30,000 to $34,999",5.77%,"16,299"
2012,North Dakota,"$35,000 to $39,999",5.25%,"14,845"
2012,North Dakota,"$40,000 to $44,999",4.91%,"13,887"
2012,North Dakota,"$45,000 to $49,999",4.36%,"12,320"
2012,North Dakota,"$50,000 to $59,999",8.27%,"23,389"
2012,North Dakota,"$60,000 to $74,999",11.04%,"31,197"
2012,North Dakota,"$75,000 to $99,999",13.42%,"37,926"
2012,North Dakota,"$100,000 to $124,999",8.10%,"22,890"
2012,North Dakota,"$125,000 to $149,999",4.16%,"11,762"
2012,North Dakota,"$150,000 to $199,999",3.15%,"8,895"
2012,North Dakota,"$200,000 or more",3.25%,"9,174"
2012,North Dakota,"Less than $10,000",7.08%,"20,013"
2012,Ohio,"$10,000 to $14,999",5.85%,"266,295"
2012,Ohio,"$15,000 to $19,999",5.83%,"265,453"
2012,Ohio,"$20,000 to $24,999",5.83%,"265,540"
2012,Ohio,"$25,000 to $29,999",5.57%,"253,780"
2012,Ohio,"$30,000 to $34,999",5.64%,"256,765"
2012,Ohio,"$35,000 to $39,999",5.20%,"237,063"
2012,Ohio,"$40,000 to $44,999",5.10%,"232,173"
2012,Ohio,"$45,000 to $49,999",4.41%,"200,748"
2012,Ohio,"$50,000 to $59,999",8.41%,"383,361"
2012,Ohio,"$60,000 to $74,999",10.47%,"477,026"
2012,Ohio,"$75,000 to $99,999",12.02%,"547,470"
2012,Ohio,"$100,000 to $124,999",7.17%,"326,796"
2012,Ohio,"$125,000 to $149,999",3.95%,"179,899"
2012,Ohio,"$150,000 to $199,999",3.54%,"161,390"
2012,Ohio,"$200,000 or more",2.90%,"132,194"
2012,Ohio,"Less than $10,000",8.12%,"369,756"
2012,Oklahoma,"$10,000 to $14,999",6.47%,"93,177"
2012,Oklahoma,"$15,000 to $19,999",6.27%,"90,230"
2012,Oklahoma,"$20,000 to $24,999",6.23%,"89,597"
2012,Oklahoma,"$25,000 to $29,999",6.26%,"90,047"
2012,Oklahoma,"$30,000 to $34,999",5.88%,"84,650"
2012,Oklahoma,"$35,000 to $39,999",5.46%,"78,562"
2012,Oklahoma,"$40,000 to $44,999",5.29%,"76,193"
2012,Oklahoma,"$45,000 to $49,999",4.39%,"63,150"
2012,Oklahoma,"$50,000 to $59,999",8.51%,"122,463"
2012,Oklahoma,"$60,000 to $74,999",10.20%,"146,785"
2012,Oklahoma,"$75,000 to $99,999",11.36%,"163,449"
2012,Oklahoma,"$100,000 to $124,999",6.63%,"95,358"
2012,Oklahoma,"$125,000 to $149,999",3.38%,"48,603"
2012,Oklahoma,"$150,000 to $199,999",2.85%,"40,964"
2012,Oklahoma,"$200,000 or more",2.59%,"37,261"
2012,Oklahoma,"Less than $10,000",8.25%,"118,803"
2012,Oregon,"$10,000 to $14,999",5.45%,"82,472"
2012,Oregon,"$15,000 to $19,999",5.64%,"85,253"
2012,Oregon,"$20,000 to $24,999",5.68%,"85,866"
2012,Oregon,"$25,000 to $29,999",5.59%,"84,502"
2012,Oregon,"$30,000 to $34,999",5.42%,"82,059"
2012,Oregon,"$35,000 to $39,999",5.28%,"79,892"
2012,Oregon,"$40,000 to $44,999",5.09%,"77,022"
2012,Oregon,"$45,000 to $49,999",4.40%,"66,537"
2012,Oregon,"$50,000 to $59,999",8.44%,"127,679"
2012,Oregon,"$60,000 to $74,999",10.58%,"160,000"
2012,Oregon,"$75,000 to $99,999",12.29%,"185,980"
2012,Oregon,"$100,000 to $124,999",7.57%,"114,556"
2012,Oregon,"$125,000 to $149,999",4.22%,"63,894"
2012,Oregon,"$150,000 to $199,999",3.73%,"56,448"
2012,Oregon,"$200,000 or more",3.19%,"48,304"
2012,Oregon,"Less than $10,000",7.42%,"112,254"
2012,Pennsylvania,"$10,000 to $14,999",5.56%,"275,723"
2012,Pennsylvania,"$15,000 to $19,999",5.53%,"274,406"
2012,Pennsylvania,"$20,000 to $24,999",5.50%,"272,894"
2012,Pennsylvania,"$25,000 to $29,999",5.34%,"264,913"
2012,Pennsylvania,"$30,000 to $34,999",5.22%,"258,844"
2012,Pennsylvania,"$35,000 to $39,999",4.77%,"236,623"
2012,Pennsylvania,"$40,000 to $44,999",4.83%,"239,414"
2012,Pennsylvania,"$45,000 to $49,999",4.25%,"210,907"
2012,Pennsylvania,"$50,000 to $59,999",8.35%,"414,109"
2012,Pennsylvania,"$60,000 to $74,999",10.37%,"514,147"
2012,Pennsylvania,"$75,000 to $99,999",12.49%,"619,468"
2012,Pennsylvania,"$100,000 to $124,999",7.91%,"392,361"
2012,Pennsylvania,"$125,000 to $149,999",4.51%,"223,721"
2012,Pennsylvania,"$150,000 to $199,999",4.35%,"215,616"
2012,Pennsylvania,"$200,000 or more",4.01%,"199,042"
2012,Pennsylvania,"Less than $10,000",7.01%,"347,445"
2012,Puerto Rico,"$10,000 to $14,999",11.99%,"146,039"
2012,Puerto Rico,"$15,000 to $19,999",10.28%,"125,165"
2012,Puerto Rico,"$20,000 to $24,999",7.92%,"96,437"
2012,Puerto Rico,"$25,000 to $29,999",6.59%,"80,228"
2012,Puerto Rico,"$30,000 to $34,999",5.76%,"70,135"
2012,Puerto Rico,"$35,000 to $39,999",4.70%,"57,196"
2012,Puerto Rico,"$40,000 to $44,999",4.00%,"48,719"
2012,Puerto Rico,"$45,000 to $49,999",3.21%,"39,056"
2012,Puerto Rico,"$50,000 to $59,999",4.92%,"59,878"
2012,Puerto Rico,"$60,000 to $74,999",4.61%,"56,188"
2012,Puerto Rico,"$75,000 to $99,999",3.57%,"43,493"
2012,Puerto Rico,"$100,000 to $124,999",1.66%,"20,197"
2012,Puerto Rico,"$125,000 to $149,999",0.79%,"9,618"
2012,Puerto Rico,"$150,000 to $199,999",0.71%,"8,630"
2012,Puerto Rico,"$200,000 or more",0.67%,"8,108"
2012,Puerto Rico,"Less than $10,000",28.62%,"348,497"
2012,Rhode Island,"$10,000 to $14,999",5.75%,"23,631"
2012,Rhode Island,"$15,000 to $19,999",5.14%,"21,121"
2012,Rhode Island,"$20,000 to $24,999",4.83%,"19,836"
2012,Rhode Island,"$25,000 to $29,999",4.58%,"18,790"
2012,Rhode Island,"$30,000 to $34,999",4.42%,"18,138"
2012,Rhode Island,"$35,000 to $39,999",4.31%,"17,711"
2012,Rhode Island,"$40,000 to $44,999",4.52%,"18,546"
2012,Rhode Island,"$45,000 to $49,999",3.73%,"15,336"
2012,Rhode Island,"$50,000 to $59,999",7.65%,"31,406"
2012,Rhode Island,"$60,000 to $74,999",9.75%,"40,034"
2012,Rhode Island,"$75,000 to $99,999",12.99%,"53,357"
2012,Rhode Island,"$100,000 to $124,999",9.08%,"37,270"
2012,Rhode Island,"$125,000 to $149,999",5.58%,"22,908"
2012,Rhode Island,"$150,000 to $199,999",5.38%,"22,087"
2012,Rhode Island,"$200,000 or more",4.53%,"18,602"
2012,Rhode Island,"Less than $10,000",7.76%,"31,866"
2012,South Carolina,"$10,000 to $14,999",6.58%,"116,431"
2012,South Carolina,"$15,000 to $19,999",6.35%,"112,324"
2012,South Carolina,"$20,000 to $24,999",6.26%,"110,642"
2012,South Carolina,"$25,000 to $29,999",5.96%,"105,322"
2012,South Carolina,"$30,000 to $34,999",5.71%,"101,010"
2012,South Carolina,"$35,000 to $39,999",5.30%,"93,662"
2012,South Carolina,"$40,000 to $44,999",5.11%,"90,285"
2012,South Carolina,"$45,000 to $49,999",4.42%,"78,226"
2012,South Carolina,"$50,000 to $59,999",8.42%,"148,836"
2012,South Carolina,"$60,000 to $74,999",9.75%,"172,349"
2012,South Carolina,"$75,000 to $99,999",11.13%,"196,742"
2012,South Carolina,"$100,000 to $124,999",6.74%,"119,093"
2012,South Carolina,"$125,000 to $149,999",3.52%,"62,249"
2012,South Carolina,"$150,000 to $199,999",3.09%,"54,660"
2012,South Carolina,"$200,000 or more",2.56%,"45,282"
2012,South Carolina,"Less than $10,000",9.11%,"161,142"
2012,South Dakota,"$10,000 to $14,999",5.85%,"18,753"
2012,South Dakota,"$15,000 to $19,999",5.15%,"16,516"
2012,South Dakota,"$20,000 to $24,999",5.97%,"19,118"
2012,South Dakota,"$25,000 to $29,999",5.63%,"18,051"
2012,South Dakota,"$30,000 to $34,999",6.09%,"19,528"
2012,South Dakota,"$35,000 to $39,999",5.59%,"17,901"
2012,South Dakota,"$40,000 to $44,999",5.07%,"16,251"
2012,South Dakota,"$45,000 to $49,999",4.59%,"14,699"
2012,South Dakota,"$50,000 to $59,999",9.04%,"28,984"
2012,South Dakota,"$60,000 to $74,999",11.33%,"36,307"
2012,South Dakota,"$75,000 to $99,999",13.36%,"42,810"
2012,South Dakota,"$100,000 to $124,999",6.86%,"21,992"
2012,South Dakota,"$125,000 to $149,999",3.27%,"10,478"
2012,South Dakota,"$150,000 to $199,999",2.69%,"8,633"
2012,South Dakota,"$200,000 or more",2.63%,"8,425"
2012,South Dakota,"Less than $10,000",6.87%,"22,021"
2012,Tennessee,"$10,000 to $14,999",6.72%,"165,842"
2012,Tennessee,"$15,000 to $19,999",6.47%,"159,731"
2012,Tennessee,"$20,000 to $24,999",6.21%,"153,430"
2012,Tennessee,"$25,000 to $29,999",6.08%,"150,107"
2012,Tennessee,"$30,000 to $34,999",6.01%,"148,394"
2012,Tennessee,"$35,000 to $39,999",5.29%,"130,705"
2012,Tennessee,"$40,000 to $44,999",5.17%,"127,753"
2012,Tennessee,"$45,000 to $49,999",4.54%,"112,115"
2012,Tennessee,"$50,000 to $59,999",8.35%,"206,184"
2012,Tennessee,"$60,000 to $74,999",9.83%,"242,577"
2012,Tennessee,"$75,000 to $99,999",11.03%,"272,411"
2012,Tennessee,"$100,000 to $124,999",6.17%,"152,365"
2012,Tennessee,"$125,000 to $149,999",3.35%,"82,629"
2012,Tennessee,"$150,000 to $199,999",2.98%,"73,667"
2012,Tennessee,"$200,000 or more",2.90%,"71,536"
2012,Tennessee,"Less than $10,000",8.89%,"219,395"
2012,Texas,"$10,000 to $14,999",5.44%,"477,619"
2012,Texas,"$15,000 to $19,999",5.45%,"478,645"
2012,Texas,"$20,000 to $24,999",5.56%,"488,105"
2012,Texas,"$25,000 to $29,999",5.51%,"483,529"
2012,Texas,"$30,000 to $34,999",5.35%,"470,236"
2012,Texas,"$35,000 to $39,999",4.87%,"427,631"
2012,Texas,"$40,000 to $44,999",4.86%,"426,498"
2012,Texas,"$45,000 to $49,999",4.17%,"365,933"
2012,Texas,"$50,000 to $59,999",8.08%,"709,954"
2012,Texas,"$60,000 to $74,999",9.87%,"866,626"
2012,Texas,"$75,000 to $99,999",11.79%,"1,035,191"
2012,Texas,"$100,000 to $124,999",7.83%,"687,744"
2012,Texas,"$125,000 to $149,999",4.62%,"405,594"
2012,Texas,"$150,000 to $199,999",4.63%,"407,006"
2012,Texas,"$200,000 or more",4.54%,"398,457"
2012,Texas,"Less than $10,000",7.44%,"653,830"
2012,Utah,"$10,000 to $14,999",4.00%,"35,201"
2012,Utah,"$15,000 to $19,999",4.17%,"36,735"
2012,Utah,"$20,000 to $24,999",4.61%,"40,636"
2012,Utah,"$25,000 to $29,999",4.70%,"41,359"
2012,Utah,"$30,000 to $34,999",4.85%,"42,694"
2012,Utah,"$35,000 to $39,999",4.84%,"42,674"
2012,Utah,"$40,000 to $44,999",5.06%,"44,532"
2012,Utah,"$45,000 to $49,999",4.80%,"42,303"
2012,Utah,"$50,000 to $59,999",9.50%,"83,706"
2012,Utah,"$60,000 to $74,999",12.46%,"109,752"
2012,Utah,"$75,000 to $99,999",14.34%,"126,293"
2012,Utah,"$100,000 to $124,999",8.82%,"77,679"
2012,Utah,"$125,000 to $149,999",5.06%,"44,590"
2012,Utah,"$150,000 to $199,999",4.28%,"37,742"
2012,Utah,"$200,000 or more",3.41%,"30,035"
2012,Utah,"Less than $10,000",5.10%,"44,942"
2012,Vermont,"$10,000 to $14,999",5.44%,"13,962"
2012,Vermont,"$15,000 to $19,999",5.07%,"13,016"
2012,Vermont,"$20,000 to $24,999",5.23%,"13,438"
2012,Vermont,"$25,000 to $29,999",5.04%,"12,952"
2012,Vermont,"$30,000 to $34,999",5.04%,"12,938"
2012,Vermont,"$35,000 to $39,999",5.12%,"13,143"
2012,Vermont,"$40,000 to $44,999",4.93%,"12,666"
2012,Vermont,"$45,000 to $49,999",4.55%,"11,680"
2012,Vermont,"$50,000 to $59,999",8.57%,"22,014"
2012,Vermont,"$60,000 to $74,999",11.53%,"29,622"
2012,Vermont,"$75,000 to $99,999",13.81%,"35,477"
2012,Vermont,"$100,000 to $124,999",8.03%,"20,631"
2012,Vermont,"$125,000 to $149,999",4.43%,"11,390"
2012,Vermont,"$150,000 to $199,999",4.06%,"10,438"
2012,Vermont,"$200,000 or more",3.22%,"8,266"
2012,Vermont,"Less than $10,000",5.92%,"15,197"
2012,Virginia,"$10,000 to $14,999",4.20%,"126,284"
2012,Virginia,"$15,000 to $19,999",4.22%,"126,786"
2012,Virginia,"$20,000 to $24,999",4.28%,"128,776"
2012,Virginia,"$25,000 to $29,999",4.25%,"127,852"
2012,Virginia,"$30,000 to $34,999",4.40%,"132,415"
2012,Virginia,"$35,000 to $39,999",4.23%,"127,293"
2012,Virginia,"$40,000 to $44,999",4.40%,"132,236"
2012,Virginia,"$45,000 to $49,999",3.94%,"118,297"
2012,Virginia,"$50,000 to $59,999",7.74%,"232,775"
2012,Virginia,"$60,000 to $74,999",9.94%,"298,797"
2012,Virginia,"$75,000 to $99,999",13.04%,"392,128"
2012,Virginia,"$100,000 to $124,999",9.19%,"276,323"
2012,Virginia,"$125,000 to $149,999",6.18%,"185,930"
2012,Virginia,"$150,000 to $199,999",6.95%,"208,976"
2012,Virginia,"$200,000 or more",7.32%,"220,199"
2012,Virginia,"Less than $10,000",5.69%,"171,152"
2012,Washington,"$10,000 to $14,999",4.27%,"111,915"
2012,Washington,"$15,000 to $19,999",4.33%,"113,504"
2012,Washington,"$20,000 to $24,999",4.65%,"121,807"
2012,Washington,"$25,000 to $29,999",4.59%,"120,336"
2012,Washington,"$30,000 to $34,999",4.88%,"127,892"
2012,Washington,"$35,000 to $39,999",4.53%,"118,808"
2012,Washington,"$40,000 to $44,999",4.68%,"122,601"
2012,Washington,"$45,000 to $49,999",4.23%,"110,805"
2012,Washington,"$50,000 to $59,999",8.24%,"215,807"
2012,Washington,"$60,000 to $74,999",10.81%,"283,200"
2012,Washington,"$75,000 to $99,999",13.61%,"356,484"
2012,Washington,"$100,000 to $124,999",9.26%,"242,708"
2012,Washington,"$125,000 to $149,999",5.63%,"147,487"
2012,Washington,"$150,000 to $199,999",5.46%,"143,095"
2012,Washington,"$200,000 or more",4.75%,"124,425"
2012,Washington,"Less than $10,000",6.07%,"159,121"
2012,West Virginia,"$10,000 to $14,999",7.51%,"55,795"
2012,West Virginia,"$15,000 to $19,999",7.54%,"55,969"
2012,West Virginia,"$20,000 to $24,999",7.02%,"52,112"
2012,West Virginia,"$25,000 to $29,999",6.27%,"46,537"
2012,West Virginia,"$30,000 to $34,999",5.93%,"44,071"
2012,West Virginia,"$35,000 to $39,999",5.09%,"37,822"
2012,West Virginia,"$40,000 to $44,999",5.24%,"38,932"
2012,West Virginia,"$45,000 to $49,999",4.35%,"32,306"
2012,West Virginia,"$50,000 to $59,999",8.44%,"62,666"
2012,West Virginia,"$60,000 to $74,999",9.53%,"70,755"
2012,West Virginia,"$75,000 to $99,999",10.45%,"77,614"
2012,West Virginia,"$100,000 to $124,999",5.69%,"42,265"
2012,West Virginia,"$125,000 to $149,999",2.79%,"20,688"
2012,West Virginia,"$150,000 to $199,999",2.12%,"15,778"
2012,West Virginia,"$200,000 or more",1.82%,"13,519"
2012,West Virginia,"Less than $10,000",10.21%,"75,845"
2012,Wisconsin,"$10,000 to $14,999",5.30%,"121,262"
2012,Wisconsin,"$15,000 to $19,999",5.26%,"120,351"
2012,Wisconsin,"$20,000 to $24,999",5.55%,"126,906"
2012,Wisconsin,"$25,000 to $29,999",5.42%,"124,014"
2012,Wisconsin,"$30,000 to $34,999",5.35%,"122,308"
2012,Wisconsin,"$35,000 to $39,999",5.08%,"116,106"
2012,Wisconsin,"$40,000 to $44,999",5.13%,"117,248"
2012,Wisconsin,"$45,000 to $49,999",4.57%,"104,495"
2012,Wisconsin,"$50,000 to $59,999",8.86%,"202,673"
2012,Wisconsin,"$60,000 to $74,999",11.19%,"255,823"
2012,Wisconsin,"$75,000 to $99,999",13.62%,"311,322"
2012,Wisconsin,"$100,000 to $124,999",8.20%,"187,393"
2012,Wisconsin,"$125,000 to $149,999",4.19%,"95,887"
2012,Wisconsin,"$150,000 to $199,999",3.46%,"79,140"
2012,Wisconsin,"$200,000 or more",2.88%,"65,788"
2012,Wisconsin,"Less than $10,000",5.93%,"135,623"
2012,Wyoming,"$10,000 to $14,999",4.84%,"10,717"
2012,Wyoming,"$15,000 to $19,999",4.79%,"10,608"
2012,Wyoming,"$20,000 to $24,999",4.75%,"10,519"
2012,Wyoming,"$25,000 to $29,999",5.34%,"11,835"
2012,Wyoming,"$30,000 to $34,999",5.04%,"11,157"
2012,Wyoming,"$35,000 to $39,999",4.72%,"10,447"
2012,Wyoming,"$40,000 to $44,999",5.05%,"11,181"
2012,Wyoming,"$45,000 to $49,999",4.41%,"9,767"
2012,Wyoming,"$50,000 to $59,999",8.77%,"19,414"
2012,Wyoming,"$60,000 to $74,999",11.16%,"24,721"
2012,Wyoming,"$75,000 to $99,999",14.43%,"31,949"
2012,Wyoming,"$100,000 to $124,999",9.29%,"20,584"
2012,Wyoming,"$125,000 to $149,999",5.34%,"11,829"
2012,Wyoming,"$150,000 to $199,999",4.14%,"9,172"
2012,Wyoming,"$200,000 or more",2.84%,"6,300"
2012,Wyoming,"Less than $10,000",5.09%,"11,279"
2013,Alabama,"$10,000 to $14,999",6.99%,"128,440"
2013,Alabama,"$15,000 to $19,999",6.69%,"122,983"
2013,Alabama,"$20,000 to $24,999",6.37%,"117,065"
2013,Alabama,"$25,000 to $29,999",5.88%,"108,154"
2013,Alabama,"$30,000 to $34,999",5.57%,"102,407"
2013,Alabama,"$35,000 to $39,999",5.13%,"94,388"
2013,Alabama,"$40,000 to $44,999",5.05%,"92,836"
2013,Alabama,"$45,000 to $49,999",4.31%,"79,231"
2013,Alabama,"$50,000 to $59,999",8.01%,"147,206"
2013,Alabama,"$60,000 to $74,999",9.29%,"170,757"
2013,Alabama,"$75,000 to $99,999",10.81%,"198,710"
2013,Alabama,"$100,000 to $124,999",6.59%,"121,151"
2013,Alabama,"$125,000 to $149,999",3.53%,"64,977"
2013,Alabama,"$150,000 to $199,999",3.19%,"58,625"
2013,Alabama,"$200,000 or more",2.59%,"47,622"
2013,Alabama,"Less than $10,000",10.01%,"184,131"
2013,Alaska,"$10,000 to $14,999",3.50%,"8,817"
2013,Alaska,"$15,000 to $19,999",3.73%,"9,392"
2013,Alaska,"$20,000 to $24,999",3.97%,"10,007"
2013,Alaska,"$25,000 to $29,999",3.61%,"9,099"
2013,Alaska,"$30,000 to $34,999",4.11%,"10,355"
2013,Alaska,"$35,000 to $39,999",3.80%,"9,561"
2013,Alaska,"$40,000 to $44,999",4.39%,"11,067"
2013,Alaska,"$45,000 to $49,999",3.50%,"8,815"
2013,Alaska,"$50,000 to $59,999",7.68%,"19,354"
2013,Alaska,"$60,000 to $74,999",10.77%,"27,126"
2013,Alaska,"$75,000 to $99,999",15.12%,"38,088"
2013,Alaska,"$100,000 to $124,999",11.04%,"27,821"
2013,Alaska,"$125,000 to $149,999",7.47%,"18,806"
2013,Alaska,"$150,000 to $199,999",7.90%,"19,892"
2013,Alaska,"$200,000 or more",5.63%,"14,179"
2013,Alaska,"Less than $10,000",3.78%,"9,520"
2013,Arizona,"$10,000 to $14,999",5.23%,"124,064"
2013,Arizona,"$15,000 to $19,999",5.42%,"128,582"
2013,Arizona,"$20,000 to $24,999",5.84%,"138,459"
2013,Arizona,"$25,000 to $29,999",5.55%,"131,551"
2013,Arizona,"$30,000 to $34,999",5.70%,"134,999"
2013,Arizona,"$35,000 to $39,999",5.10%,"120,780"
2013,Arizona,"$40,000 to $44,999",5.27%,"125,007"
2013,Arizona,"$45,000 to $49,999",4.48%,"106,123"
2013,Arizona,"$50,000 to $59,999",8.41%,"199,421"
2013,Arizona,"$60,000 to $74,999",10.17%,"241,086"
2013,Arizona,"$75,000 to $99,999",11.95%,"283,273"
2013,Arizona,"$100,000 to $124,999",7.44%,"176,397"
2013,Arizona,"$125,000 to $149,999",4.42%,"104,661"
2013,Arizona,"$150,000 to $199,999",3.95%,"93,521"
2013,Arizona,"$200,000 or more",3.47%,"82,142"
2013,Arizona,"Less than $10,000",7.60%,"180,223"
2013,Arkansas,"$10,000 to $14,999",7.57%,"85,481"
2013,Arkansas,"$15,000 to $19,999",7.24%,"81,766"
2013,Arkansas,"$20,000 to $24,999",6.93%,"78,319"
2013,Arkansas,"$25,000 to $29,999",6.37%,"72,007"
2013,Arkansas,"$30,000 to $34,999",6.29%,"71,032"
2013,Arkansas,"$35,000 to $39,999",5.38%,"60,772"
2013,Arkansas,"$40,000 to $44,999",5.24%,"59,185"
2013,Arkansas,"$45,000 to $49,999",4.55%,"51,359"
2013,Arkansas,"$50,000 to $59,999",8.40%,"94,856"
2013,Arkansas,"$60,000 to $74,999",9.25%,"104,477"
2013,Arkansas,"$75,000 to $99,999",9.92%,"112,093"
2013,Arkansas,"$100,000 to $124,999",5.74%,"64,839"
2013,Arkansas,"$125,000 to $149,999",3.02%,"34,115"
2013,Arkansas,"$150,000 to $199,999",2.61%,"29,499"
2013,Arkansas,"$200,000 or more",2.11%,"23,862"
2013,Arkansas,"Less than $10,000",9.39%,"106,061"
2013,California,"$10,000 to $14,999",5.15%,"646,495"
2013,California,"$15,000 to $19,999",4.75%,"596,313"
2013,California,"$20,000 to $24,999",4.83%,"605,509"
2013,California,"$25,000 to $29,999",4.49%,"563,156"
2013,California,"$30,000 to $34,999",4.58%,"574,640"
2013,California,"$35,000 to $39,999",4.20%,"527,210"
2013,California,"$40,000 to $44,999",4.24%,"531,799"
2013,California,"$45,000 to $49,999",3.84%,"482,093"
2013,California,"$50,000 to $59,999",7.42%,"931,217"
2013,California,"$60,000 to $74,999",9.50%,"1,191,350"
2013,California,"$75,000 to $99,999",12.37%,"1,551,514"
2013,California,"$100,000 to $124,999",9.01%,"1,130,095"
